sample	PRS
HG01997	-8.6925773604084
HG02002	-1.11180834924496
HG02003	-3.34435362297095
HG02006	-2.49442179065852
HG02008	-3.68485536453585
HG02009	-2.6350642522742
HG02010	-1.76037438087967
HG02012	-5.63364704591459
HG02013	-5.11715109741748
HG02014	-1.61541577502573
HG02016	-14.0400211535479
HG02017	-2.0591120492237
HG02019	-5.83423364624375
HG02020	-8.53634125385665
HG02023	-9.59259960971305
HG02025	-14.9359704823586
HG02026	-9.80556208427518
HG02028	-12.4372927312274
HG02029	-13.2921619020458
HG02031	-7.86554088245743
HG02032	-8.19438549232031
HG02035	-6.51320480223535
HG02040	-14.3499313813899
HG02047	-10.8219264733777
HG02048	-11.6798347943037
HG02049	-8.52718566441445
HG02050	-9.76503989098858
HG02051	-1.22973457417492
HG02052	-7.69631237341759
HG02053	-5.14250312724564
HG02054	-1.35127860013659
HG02057	-7.93373679903049
HG02058	-13.2749436066469
HG02060	-11.4786943202098
HG02061	-2.84320490526019
HG02064	-9.82764366748406
HG02067	-8.06001673161959
HG02069	-7.02308255347713
HG02070	-7.73555356667647
HG02072	-7.42017865820161
HG02073	-7.52071846008346
HG02075	-13.9802060164245
HG02076	-9.62148266094582
HG02078	-6.61691227584429
HG02079	-9.78992311863043
HG02081	-7.48422331248502
HG02082	-13.1880267646441
HG02084	-13.0956533703926
HG02085	2.4275881492475
HG02086	-10.7501630964918
HG02087	-9.15650001291323
HG02088	-7.64244800641524
HG02089	-6.17710612164519
HG02090	-4.60064475904477
HG02095	-1.79253666822955
HG02102	0.531207898934566
HG02104	-1.27392240069022
HG02105	-6.08490080973756
HG02107	-1.44759999772166
HG02108	-8.69766740551997
HG02111	-8.8910367567963
HG02113	-10.5689287346471
HG02116	-4.82660108531255
HG02121	-11.5054912650821
HG02122	-6.08521391347385
HG02127	-4.69035689428715
HG02128	-4.72182965712855
HG02130	-10.2976659328215
HG02131	-10.6229600253834
HG02133	-3.43947544501221
HG02134	-8.78956231556127
HG02136	-13.1537036579744
HG02137	-8.72250203430194
HG02138	-9.01618426206985
HG02139	-7.64889405525206
HG02140	-14.9534880046683
HG02141	-9.38283104220346
HG02142	-9.91613294766329
HG02143	0.442673453124398
HG02144	1.73142074719331
HG02146	-4.19374777071123
HG02147	-5.66964015381228
HG02150	0.76228299053748
HG02151	-14.0968124935472
HG02152	-8.51776679396105
HG02153	-6.08023650131944
HG02154	-10.8036202358262
HG02155	-10.9952827906859
HG02156	-9.13976054541974
HG02164	-5.56528784641749
HG02165	-9.02986467300028
HG02166	-8.87557360803588
HG02178	-10.8637475090398
HG02179	-9.15099050279976
HG02180	-11.2757790374319
HG02181	-9.53304167615062
HG02182	-12.2213719431597
HG02184	-9.82180699114284
HG02185	-14.4147440163006
HG02186	-10.2258998151452
HG02187	-6.59078973593954
HG02188	-14.1408178549505
HG02190	-7.27784446557722
HG02215	2.64568347291978
HG02219	2.43414991687742
HG02220	2.94997792928545
HG02221	-4.82637902394481
HG02223	2.72797377604931
HG02224	-0.546159656557351
HG02230	2.5461570828346
HG02231	-3.22848108766835
HG02232	7.68236982614919
HG02233	-5.50834044462874
HG02235	-3.48174890875673
HG02236	6.37845726545448
HG02238	4.9832405755042
HG02239	-1.07510791007709
HG02250	-12.2361496729419
HG02252	1.91214180853371
HG02253	-6.51857187543432
HG02255	-6.50488764091649
HG02256	-4.42836065682336
HG02259	-3.9344172224238
HG02260	1.40733182862121
HG02262	-17.0927555810006
HG02265	-9.2376520422476
HG02266	2.85401405518386
HG02271	-2.33437796346314
HG02272	-8.38792919089595
HG02274	-6.52726812078946
HG02275	-4.5206477452762
HG02277	-9.697325636607
HG02278	-11.9046044236025
HG02281	-3.10915148158332
HG02282	-1.98159863470952
HG02283	-3.2685228227927
HG02284	0.793429284424511
HG02285	-8.4448199422253
HG02286	-5.81219709376407
HG02291	-4.03454512157652
HG02292	-3.62395350484127
HG02298	-0.471547157814654
HG02299	0.237138720856916
HG02301	-7.76461551374309
HG02304	-8.55179388778799
HG02307	-4.81650145697101
HG02308	-6.23157954116575
HG02309	-5.79303679369863
HG02312	-3.11219297432327
HG02314	-9.3764956250477
HG02315	-5.36768959005764
HG02317	-4.22027326959715
HG02318	-2.48101421342804
HG02322	0.118834466446492
HG02323	-3.97669013932468
HG02325	-5.84033605773994
HG02330	-2.4905998532891
HG02332	-7.93897454590768
HG02334	-7.12663183906345
HG02337	1.34312599120694
HG02339	-8.42470749002242
HG02343	-5.98946900596881
HG02345	-5.71860912435443
HG02348	-12.1768570371302
HG02351	-3.49295895006079
HG02353	-7.288861639716
HG02355	-8.49128442102264
HG02356	-14.3384073646903
HG02360	-8.20717559776481
HG02364	-9.23123081109378
HG02367	-12.5448265488165
HG02371	-12.5211442019142
HG02373	-7.57547071663128
HG02374	-8.43774193379486
HG02375	-9.61331619149895
HG02379	-8.92399020899218
HG02380	-5.57925340943699
HG02382	-11.2434454221071
HG02383	-12.0045883337417
HG02384	-10.7122776664999
HG02385	-13.2022745332967
HG02386	-3.5263195360593
HG02389	-13.7028216946955
HG02390	-10.5532370232978
HG02391	-8.53244221556434
HG02392	-9.29070064938823
HG02394	-15.9125580716598
HG02395	-8.78588539984949
HG02396	-11.4763799629403
HG02397	-10.3544754463229
HG02398	-4.42067569071036
HG02399	-12.0498082239643
HG02401	-9.80518701209406
HG02402	-6.73776509236776
HG02406	-8.31425428040445
HG02407	-5.53450587723731
HG02408	-9.24436769090062
HG02409	-8.89188216128662
HG02410	-10.3679445499701
HG02419	-1.42980601006593
HG02420	-5.42565233768327
HG02425	-0.559876853612611
HG02427	-5.65908687483013
HG02429	-1.43707115424595
HG02433	-3.93375079325078
HG02439	-7.19885358114484
HG02442	-4.86121198228105
HG02445	-4.51636464032095
HG02449	0.402344329779603
HG02450	-5.79877824332211
HG02455	-1.69973027391696
HG02461	-7.90459658362233
HG02462	-6.16948306704614
HG02464	-0.458490602996678
HG02465	-4.36430103485139
HG02470	-1.56705882058495
HG02471	-0.782342219041482
HG02476	-4.53828210382638
HG02477	-1.31157371627884
HG02479	-4.38270849850796
HG02481	-7.26417755377749
HG02484	-4.5368253747566
HG02485	-3.31407390788968
HG02489	-5.22385683053805
HG02490	0.591926140822429
HG02491	0.945333725943069
HG02493	1.19736320600485
HG02494	1.56676855315504
HG02496	-1.59147188388457
HG02497	-3.52308161220068
HG02501	-2.92781099290286
HG02502	-2.998775064002
HG02505	-5.33398945507769
HG02508	-7.70080813807296
HG02511	-4.10871278644191
HG02512	-11.118215768029
HG02513	-9.33617201899787
HG02521	-9.77250376583908
HG02522	-9.39982684294429
HG02536	-10.9277143771983
HG02537	-2.55502228631895
HG02541	-6.75467410875549
HG02545	-1.46317563012654
HG02546	-7.79693409307627
HG02549	-4.91644892054532
HG02554	-1.47909051051322
HG02555	-1.2824239386997
HG02557	-2.21643084558614
HG02558	-7.63054991861622
HG02561	-3.97432017458989
HG02562	-7.10509433019443
HG02568	-3.63871590119905
HG02570	-2.59100117698931
HG02571	-4.86766126976226
HG02573	-5.6672538139464
HG02574	-6.88743480946582
HG02577	-8.33430179159855
HG02580	-5.68243431746528
HG02582	-2.96326157339884
HG02583	-3.98419411090868
HG02585	-5.19433315504439
HG02586	-4.39221912888932
HG02588	-6.55116535279818
HG02589	-6.65582943765026
HG02594	-7.35102255413534
HG02595	-1.55925697749063
HG02597	-0.562299059245571
HG02600	-3.79278262626711
HG02601	1.85826866168807
HG02603	-1.95658052739473
HG02604	7.1645804808173
HG02610	-3.00765924883206
HG02611	-7.26223950026157
HG02613	-6.03193355386721
HG02614	-3.78638230325246
HG02620	-3.14719923838798
HG02621	-4.68875131543575
HG02623	-3.5163778772103
HG02624	-3.02338292916292
HG02628	-8.04861372912203
HG02629	-4.5209471511308
HG02634	-3.9640931646846
